company,year,share
AAPL,1313964000000,23.17
AAPL,1314050400000,23.78
AAPL,1314136800000,24.10
AAPL,1314223200000,23.86
AAPL,1314309600000,24.54
AAPL,1314568800000,25.51
AAPL,1314655200000,25.19
AAPL,1314741600000,25.24
AAPL,1314828000000,24.77
AAPL,1314914400000,24.15
AAPL,1315260000000,23.74
AAPL,1315346400000,25.30
AAPL,1315432800000,24.99
AAPL,1315519200000,24.64
AAPL,1315778400000,25.20
AAPL,1315864800000,25.18
AAPL,1315951200000,25.75
AAPL,1316037600000,26.12
AAPL,1316124000000,25.52
AAPL,1316383200000,25.27
AAPL,1316469600000,24.64
AAPL,1316556000000,24.89
AAPL,1316642400000,24.31
AAPL,1316728800000,24.88
AAPL,1316988000000,25.13
AAPL,1317074400000,25.56
AAPL,1317160800000,25.11
AAPL,1317247200000,24.99
AAPL,1317333600000,24.17
AAPL,1317592800000,23.26
AAPL,1317679200000,24.04
AAPL,1317765600000,24.68
AAPL,1317852000000,25.33
AAPL,1317938400000,25.28
AAPL,1318197600000,25.76
AAPL,1318284000000,25.84
AAPL,1318370400000,25.88
AAPL,1318456800000,25.80
AAPL,1318543200000,26.81
AAPL,1318802400000,26.24
AAPL,1318888800000,26.76
AAPL,1318975200000,26.02
AAPL,1319061600000,26.08
AAPL,1319148000000,27.30
AAPL,1319407200000,28.20
AAPL,1319493600000,27.85
AAPL,1319580000000,27.81
AAPL,1319666400000,28.34
AAPL,1319752800000,29.02
AAPL,1320015600000,29.41
AAPL,1320102000000,28.59
AAPL,1320188400000,29.35
AAPL,1320274800000,30.16
AAPL,1320361200000,29.79
AAPL,1320620400000,29.92
AAPL,1320706800000,30.42
AAPL,1320793200000,28.08
AAPL,1320879600000,28.03
AAPL,1320966000000,28.43
AAPL,1321225200000,28.24
AAPL,1321311600000,28.47
AAPL,1321398000000,28.54
AAPL,1321484400000,27.69
AAPL,1321570800000,27.18
AAPL,1321830000000,26.63
AAPL,1321916400000,26.33
AAPL,1322002800000,25.94
AAPL,1322175600000,25.83
AAPL,1322434800000,26.62
AAPL,1322521200000,26.07
AAPL,1322607600000,27.42
AAPL,1322694000000,27.14
AAPL,1322780400000,27.11
AAPL,1323039600000,27.91
AAPL,1323126000000,27.96
AAPL,1323212400000,27.86
AAPL,1323298800000,27.38
AAPL,1323385200000,28.04
AAPL,1323644400000,27.39
AAPL,1323730800000,26.99
AAPL,1323817200000,26.52
AAPL,1323903600000,26.46
AAPL,1323990000000,28.20
AAPL,1324249200000,27.50
AAPL,1324335600000,28.44
AAPL,1324422000000,27.97
AAPL,1324508400000,27.89
AAPL,1324594800000,28.29
AAPL,1324940400000,28.50
AAPL,1325026800000,28.02
AAPL,1325113200000,28.31
AAPL,1325199600000,28.27
AAPL,1325545200000,28.57
AAPL,1325631600000,28.28
AAPL,1325718000000,28.48
AAPL,1325804400000,28.72
AAPL,1326063600000,28.53
AAPL,1326150000000,29.20
AAPL,1326236400000,29.32
AAPL,1326322800000,29.23
AAPL,1326409200000,28.97
AAPL,1326754800000,29.35
AAPL,1326841200000,29.89
AAPL,1326927600000,30.24
AAPL,1327014000000,30.50
AAPL,1327273200000,30.23
AAPL,1327359600000,30.95
AAPL,1327446000000,31.34
AAPL,1327532400000,31.18
AAPL,1327618800000,31.05
AAPL,1327878000000,31.00
AAPL,1327964400000,30.95
AAPL,1328050800000,31.24
AAPL,1328137200000,31.29
AAPL,1328223600000,31.85
AAPL,1328482800000,31.86
AAPL,1328569200000,32.28
AAPL,1328655600000,32.10
AAPL,1328742000000,32.65
AAPL,1328828400000,32.21
AAPL,1329087600000,32.35
AAPL,1329174000000,32.44
AAPL,1329260400000,32.46
AAPL,1329346800000,32.86
AAPL,1329433200000,32.75
AAPL,1329778800000,32.54
AAPL,1329865200000,32.33
AAPL,1329951600000,32.97
AAPL,1330038000000,33.41
AAPL,1330297200000,33.27
AAPL,1330383600000,33.27
AAPL,1330470000000,32.89
AAPL,1330556400000,33.10
AAPL,1330642800000,33.73
AAPL,1330902000000,33.22
AAPL,1330988400000,31.99
AAPL,1331074800000,32.41
AAPL,1331161200000,33.05
AAPL,1331247600000,33.64
AAPL,1331506800000,33.56
AAPL,1331593200000,34.22
AAPL,1331679600000,33.77
AAPL,1331766000000,34.17
AAPL,1331852400000,33.82
AAPL,1332111600000,34.51
AAPL,1332198000000,33.16
AAPL,1332284400000,33.56
AAPL,1332370800000,33.71
AAPL,1332457200000,33.81
AAPL,1332712800000,34.40
AAPL,1332799200000,34.63
AAPL,1332885600000,34.46
AAPL,1332972000000,34.48
AAPL,1333058400000,34.31
AAPL,1333317600000,34.70
AAPL,1333404000000,34.31
AAPL,1333490400000,33.46
AAPL,1333576800000,33.59
AAPL,1333922400000,33.22
AAPL,1334008800000,32.61
AAPL,1334095200000,33.01
AAPL,1334181600000,33.55
AAPL,1334268000000,33.18
AAPL,1334527200000,32.84
AAPL,1334613600000,33.84
AAPL,1334700000000,33.39
AAPL,1334786400000,32.91
AAPL,1334872800000,33.06
AAPL,1335132000000,32.62
AAPL,1335218400000,32.40
AAPL,1335304800000,33.13
AAPL,1335391200000,33.26
AAPL,1335477600000,33.58
AAPL,1335736800000,33.55
AAPL,1335823200000,33.77
AAPL,1335909600000,33.76
AAPL,1335996000000,33.32
AAPL,1336082400000,32.61
AAPL,1336341600000,32.52
AAPL,1336428000000,32.67
AAPL,1336514400000,32.52
AAPL,1336600800000,31.92
AAPL,1336687200000,32.20
AAPL,1336946400000,32.23
AAPL,1337032800000,32.33
AAPL,1337119200000,32.36
AAPL,1337205600000,32.01
AAPL,1337292000000,31.31
AAPL,1337551200000,32.01
AAPL,1337637600000,32.01
AAPL,1337724000000,32.18
AAPL,1337810400000,31.54
AAPL,1337896800000,31.60
AAPL,1338242400000,32.05
AAPL,1338328800000,31.29
AAPL,1338415200000,31.05
AAPL,1338501600000,29.82
AAPL,1338760800000,30.31
AAPL,1338847200000,30.70
AAPL,1338933600000,31.69
AAPL,1339020000000,31.32
AAPL,1339106400000,31.65
AAPL,1339365600000,31.13
AAPL,1339452000000,31.77
AAPL,1339538400000,31.79
AAPL,1339624800000,31.67
AAPL,1339711200000,32.39
AAPL,1339970400000,32.63
AAPL,1340056800000,32.89
AAPL,1340143200000,31.99
AAPL,1340229600000,31.23
AAPL,1340316000000,31.57
AAPL,1340575200000,30.84
AAPL,1340661600000,31.07
AAPL,1340748000000,31.41
AAPL,1340834400000,31.17
AAPL,1340920800000,32.37
AAPL,1341180000000,32.19
AAPL,1341266400000,32.51
AAPL,1341439200000,32.53
AAPL,1341525600000,31.37
AAPL,1341784800000,30.43
AAPL,1341871200000,30.44
AAPL,1341957600000,30.20
AAPL,1342044000000,30.14
AAPL,1342130400000,30.65
AAPL,1342389600000,30.40
AAPL,1342476000000,30.65
AAPL,1342562400000,31.43
AAPL,1342648800000,31.89
AAPL,1342735200000,31.38
AAPL,1342994400000,30.64
AAPL,1343080800000,30.02
AAPL,1343167200000,30.33
AAPL,1343253600000,30.95
AAPL,1343340000000,31.89
AAPL,1343599200000,31.01
AAPL,1343685600000,30.88
AAPL,1343772000000,30.69
AAPL,1343858400000,30.58
AAPL,1343944800000,32.02
AAPL,1344204000000,32.14
AAPL,1344290400000,32.37
AAPL,1344376800000,32.51
AAPL,1344463200000,32.65
AAPL,1344549600000,32.64
AAPL,1344808800000,32.27
AAPL,1344895200000,32.10
AAPL,1344981600000,32.91
AAPL,1345068000000,33.65
AAPL,1345154400000,33.80
AAPL,1345413600000,33.92
AAPL,1345500000000,33.75
AAPL,1345586400000,33.84
AAPL,1345672800000,33.50
AAPL,1345759200000,32.26
AAPL,1346018400000,32.32
AAPL,1346104800000,32.06
AAPL,1346191200000,31.96
AAPL,1346277600000,31.46
AAPL,1346364000000,31.27
AAPL,1346709600000,31.43
AAPL,1346796000000,32.26
AAPL,1346882400000,32.79
AAPL,1346968800000,32.46
AAPL,1347228000000,32.13
AAPL,1347314400000,32.43
AAPL,1347400800000,32.42
AAPL,1347487200000,32.81
AAPL,1347573600000,33.34
AAPL,1347832800000,33.41
AAPL,1347919200000,32.57
AAPL,1348005600000,33.12
AAPL,1348092000000,34.53
AAPL,1348178400000,33.83
AAPL,1348437600000,33.41
AAPL,1348524000000,32.90
AAPL,1348610400000,32.53
AAPL,1348696800000,32.80
AAPL,1348783200000,32.44
AAPL,1349042400000,32.62
AAPL,1349128800000,32.57
AAPL,1349215200000,32.60
AAPL,1349301600000,32.68
AAPL,1349388000000,32.47
AAPL,1349647200000,32.23
AAPL,1349733600000,31.68
AAPL,1349820000000,31.51
AAPL,1349906400000,31.78
AAPL,1349992800000,31.94
AAPL,1350252000000,32.33
AAPL,1350338400000,33.24
AAPL,1350424800000,33.44
AAPL,1350511200000,33.48
AAPL,1350597600000,33.24
AAPL,1350856800000,33.49
AAPL,1350943200000,33.31
AAPL,1351029600000,33.36
AAPL,1351116000000,33.40
AAPL,1351202400000,34.01
AAPL,1351638000000,34.02
AAPL,1351724400000,34.36
AAPL,1351810800000,34.39
AAPL,1352070000000,34.24
AAPL,1352156400000,34.39
AAPL,1352242800000,33.47
AAPL,1352329200000,32.98
AAPL,1352415600000,32.90
AAPL,1352674800000,32.70
AAPL,1352761200000,32.54
AAPL,1352847600000,32.23
AAPL,1352934000000,32.64
AAPL,1353020400000,32.65
AAPL,1353279600000,32.92
AAPL,1353366000000,32.64
AAPL,1353452400000,32.84
AAPL,1353625200000,33.40
AAPL,1353884400000,33.30
AAPL,1353970800000,33.18
AAPL,1354057200000,33.88
AAPL,1354143600000,34.09
AAPL,1354230000000,34.61
AAPL,1354489200000,34.70
AAPL,1354575600000,35.30
AAPL,1354662000000,35.40
AAPL,1354748400000,35.14
AAPL,1354834800000,35.48
AAPL,1355094000000,35.75
AAPL,1355180400000,35.54
AAPL,1355266800000,35.96
AAPL,1355353200000,35.53
AAPL,1355439600000,37.56
AAPL,1355698800000,37.42
AAPL,1355785200000,37.49
AAPL,1355871600000,38.09
AAPL,1355958000000,37.87
AAPL,1356044400000,37.71
AAPL,1356303600000,37.53
AAPL,1356476400000,37.55
AAPL,1356562800000,37.30
AAPL,1356649200000,36.90
AAPL,1356908400000,37.68
AAPL,1357081200000,38.34
AAPL,1357167600000,37.75
AAPL,1357254000000,38.13
AAPL,1357513200000,37.94
AAPL,1357599600000,38.14
AAPL,1357686000000,38.66
AAPL,1357772400000,38.62
AAPL,1357858800000,38.09
AAPL,1358118000000,38.16
AAPL,1358204400000,38.15
AAPL,1358290800000,37.88
AAPL,1358377200000,37.73
AAPL,1358463600000,37.98
AAPL,1358809200000,37.95
AAPL,1358895600000,38.25
AAPL,1358982000000,38.10
AAPL,1359068400000,38.32
AAPL,1359327600000,38.24
AAPL,1359414000000,38.52
AAPL,1359500400000,37.94
AAPL,1359586800000,37.83
AAPL,1359673200000,38.34
AAPL,1359932400000,38.10
AAPL,1360018800000,38.51
AAPL,1360105200000,38.40
AAPL,1360191600000,38.07
AAPL,1360278000000,39.12
AAPL,1360537200000,38.64
AAPL,1360623600000,38.89
AAPL,1360710000000,38.81
AAPL,1360796400000,38.61
AAPL,1360882800000,38.63
AAPL,1361228400000,38.99
AAPL,1361314800000,38.77
AAPL,1361401200000,38.34
AAPL,1361487600000,38.55
AAPL,1361746800000,38.11
AAPL,1361833200000,38.59
AAPL,1361919600000,39.60
AAPL,1362006000000,39.31
AAPL,1362092400000,39.83
AAPL,1362351600000,40.46
AAPL,1362438000000,41.46
AAPL,1362524400000,41.29
AAPL,1362610800000,41.50
AAPL,1362697200000,41.50
AAPL,1362956400000,41.48
AAPL,1363042800000,41.40
AAPL,1363129200000,41.59
AAPL,1363215600000,41.62
AAPL,1363302000000,41.38
AAPL,1363561200000,41.06
AAPL,1363647600000,40.75
AAPL,1363734000000,42.46
AAPL,1363820400000,42.18
AAPL,1363906800000,42.97
AAPL,1364166000000,42.49
AAPL,1364252400000,42.75
AAPL,1364338800000,42.66
AAPL,1364425200000,43.52
AAPL,1364767200000,43.38
AAPL,1364853600000,43.84
AAPL,1364940000000,43.70
AAPL,1365026400000,44.21
AAPL,1365112800000,43.38
AAPL,1365372000000,43.79
AAPL,1365458400000,44.17
AAPL,1365544800000,44.70
AAPL,1365631200000,45.21
AAPL,1365717600000,45.03
AAPL,1365976800000,44.60
AAPL,1366063200000,45.28
AAPL,1366149600000,44.90
AAPL,1366236000000,44.46
AAPL,1366322400000,44.74
AAPL,1366581600000,44.53
AAPL,1366668000000,44.87
AAPL,1366754400000,44.67
AAPL,1366840800000,45.05
AAPL,1366927200000,44.91
AAPL,1367186400000,45.06
AAPL,1367272800000,45.08
AAPL,1367359200000,44.71
AAPL,1367445600000,45.69
AAPL,1367532000000,47.01
AAPL,1367791200000,46.49
AAPL,1367877600000,45.60
AAPL,1367964000000,45.32
AAPL,1368050400000,43.97
AAPL,1368136800000,44.02
AAPL,1368396000000,43.61
AAPL,1368482400000,44.04
AAPL,1368568800000,45.07
AAPL,1368655200000,44.56
AAPL,1368741600000,44.61
AAPL,1369000800000,44.29
AAPL,1369087200000,44.02
AAPL,1369173600000,43.17
AAPL,1369260000000,42.77
AAPL,1369346400000,42.43
AAPL,1369692000000,42.91
AAPL,1369778400000,42.60
AAPL,1369864800000,43.19
AAPL,1369951200000,42.91
AAPL,1370210400000,43.46
AAPL,1370296800000,44.39
AAPL,1370383200000,43.84
AAPL,1370469600000,43.57
AAPL,1370556000000,44.12
AAPL,1370815200000,44.09
AAPL,1370901600000,43.12
AAPL,1370988000000,42.72
AAPL,1371074400000,43.30
AAPL,1371160800000,42.84
AAPL,1371420000000,43.39
AAPL,1371506400000,43.36
AAPL,1371592800000,45.78
AAPL,1371679200000,44.90
AAPL,1371765600000,44.77
AAPL,1372024800000,43.60
AAPL,1372111200000,44.37
AAPL,1372197600000,45.68
AAPL,1372284000000,45.93
AAPL,1372370400000,45.56
AAPL,1372629600000,46.23
AAPL,1372716000000,46.03
AAPL,1372802400000,46.42
AAPL,1372975200000,47.00
AAPL,1373234400000,46.62
AAPL,1373320800000,47.26
AAPL,1373407200000,47.25
AAPL,1373493600000,47.99
AAPL,1373580000000,48.39
AAPL,1373839200000,48.12
AAPL,1373925600000,47.48
AAPL,1374012000000,48.04
AAPL,1374098400000,48.19
AAPL,1374184800000,48.07
AAPL,1374444000000,48.28
AAPL,1374530400000,48.07
AAPL,1374616800000,47.80
AAPL,1374703200000,47.79
AAPL,1374789600000,47.64
AAPL,1375048800000,47.17
AAPL,1375135200000,47.36
AAPL,1375221600000,47.28
AAPL,1375308000000,47.70
AAPL,1375394400000,47.45
AAPL,1375653600000,47.63
AAPL,1375740000000,47.39
AAPL,1375826400000,47.10
AAPL,1375912800000,47.51
AAPL,1375999200000,47.18
AAPL,1376258400000,47.20
AAPL,1376344800000,47.14
AAPL,1376431200000,46.84
AAPL,1376517600000,45.87
AAPL,1376604000000,45.40
AAPL,1376863200000,44.89
AAPL,1376949600000,45.07
AAPL,1377036000000,45.14
AAPL,1377122400000,45.68
AAPL,1377208800000,45.77
AAPL,1377468000000,46.06
AAPL,1377554400000,45.50
AAPL,1377640800000,45.53
AAPL,1377727200000,45.93
AAPL,1377813600000,45.75
AAPL,1378159200000,45.88
AAPL,1378245600000,46.93
AAPL,1378332000000,46.73
AAPL,1378418400000,46.87
AAPL,1378677600000,47.25
AAPL,1378764000000,48.02
AAPL,1378850400000,48.20
AAPL,1378936800000,47.64
AAPL,1379023200000,47.76
AAPL,1379282400000,48.14
AAPL,1379368800000,48.14
AAPL,1379455200000,52.58
AAPL,1379541600000,51.87
AAPL,1379628000000,52.31
AAPL,1379887200000,51.80
AAPL,1379973600000,51.42
AAPL,1380060000000,51.87
AAPL,1380146400000,52.10
AAPL,1380232800000,52.03
AAPL,1380492000000,51.94
AAPL,1380578400000,52.43
AAPL,1380664800000,51.52
AAPL,1380751200000,50.88
AAPL,1380837600000,51.57
AAPL,1381096800000,50.82
AAPL,1381183200000,49.58
AAPL,1381269600000,49.45
AAPL,1381356000000,51.16
AAPL,1381442400000,52.19
AAPL,1381701600000,52.63
AAPL,1381788000000,51.93
AAPL,1381874400000,51.91
AAPL,1381960800000,52.06
AAPL,1382047200000,52.63
AAPL,1382306400000,53.08
AAPL,1382392800000,53.17
AAPL,1382479200000,53.06
AAPL,1382565600000,54.21
AAPL,1382652000000,53.81
AAPL,1382914800000,53.93
AAPL,1383001200000,54.86
AAPL,1383087600000,54.10
AAPL,1383174000000,54.22
AAPL,1383260400000,54.61
AAPL,1383519600000,55.39
AAPL,1383606000000,54.79
AAPL,1383692400000,54.88
AAPL,1383778800000,53.17
AAPL,1383865200000,54.84
AAPL,1384124400000,56.18
AAPL,1384210800000,56.24
AAPL,1384297200000,57.55
AAPL,1384383600000,57.17
AAPL,1384470000000,57.35
AAPL,1384729200000,56.60
AAPL,1384815600000,55.77
AAPL,1384902000000,55.94
AAPL,1384988400000,56.23
AAPL,1385074800000,56.41
AAPL,1385334000000,56.95
AAPL,1385420400000,56.70
AAPL,1385506800000,56.91
AAPL,1385679600000,56.78
AAPL,1385938800000,56.76
AAPL,1386025200000,56.40
AAPL,1386111600000,56.05
AAPL,1386198000000,55.04
AAPL,1386284400000,55.60
AAPL,1386543600000,55.44
AAPL,1386630000000,55.32
AAPL,1386716400000,54.64
AAPL,1386802800000,53.99
AAPL,1386889200000,60.89
AAPL,1387148400000,58.50
AAPL,1387234800000,57.67
AAPL,1387321200000,59.04
AAPL,1387407600000,58.13
AAPL,1387494000000,59.26
AAPL,1387753200000,59.47
AAPL,1387839600000,59.53
AAPL,1388012400000,59.58
AAPL,1388098800000,59.51
AAPL,1388358000000,59.55
AAPL,1388444400000,59.88
AAPL,1388617200000,59.29
AAPL,1388703600000,59.16
AAPL,1388962800000,58.12
AAPL,1389049200000,58.97
AAPL,1389135600000,58.90
AAPL,1389222000000,59.09
AAPL,1389308400000,59.53
AAPL,1389567600000,58.60
AAPL,1389654000000,60.37
AAPL,1389740400000,61.68
AAPL,1389826800000,61.63
AAPL,1389913200000,61.37
AAPL,1390258800000,60.85
AAPL,1390345200000,61.77
AAPL,1390431600000,60.88
AAPL,1390518000000,59.09
AAPL,1390777200000,58.36
AAPL,1390863600000,59.11
AAPL,1390950000000,58.46
AAPL,1391036400000,59.39
AAPL,1391122800000,59.19
AAPL,1391382000000,58.09
AAPL,1391468400000,59.72
AAPL,1391554800000,61.00
AAPL,1391641200000,61.34
AAPL,1391727600000,62.88
AAPL,1391986800000,63.78
AAPL,1392073200000,63.97
AAPL,1392159600000,65.14
AAPL,1392246000000,67.04
AAPL,1392332400000,68.34
AAPL,1392678000000,68.66
AAPL,1392764400000,67.99
AAPL,1392850800000,68.48
AAPL,1392937200000,68.22
AAPL,1393196400000,68.77
AAPL,1393282800000,68.01
AAPL,1393369200000,67.82
AAPL,1393455600000,69.92
AAPL,1393542000000,68.63
AAPL,1393801200000,67.86
AAPL,1393887600000,68.60
AAPL,1393974000000,68.90
AAPL,1394060400000,68.92
AAPL,1394146800000,68.52
AAPL,1394406000000,68.04
AAPL,1394492400000,67.47
AAPL,1394578800000,68.06
AAPL,1394665200000,67.08
AAPL,1394751600000,67.19
AAPL,1395010800000,68.17
AAPL,1395097200000,68.52
AAPL,1395183600000,67.63
AAPL,1395270000000,68.49
AAPL,1395356400000,67.14
AAPL,1395615600000,65.24
AAPL,1395702000000,65.81
AAPL,1395788400000,63.90
AAPL,1395874800000,64.53
AAPL,1395961200000,64.88
AAPL,1396216800000,65.74
AAPL,1396303200000,65.93
AAPL,1396389600000,65.48
AAPL,1396476000000,62.45
AAPL,1396562400000,61.32
AAPL,1396821600000,60.47
AAPL,1396908000000,61.82
AAPL,1396994400000,63.46
AAPL,1397080800000,61.49
AAPL,1397167200000,60.50
AAPL,1397426400000,61.39
AAPL,1397512800000,62.10
AAPL,1397599200000,63.04
AAPL,1397685600000,64.04
AAPL,1398031200000,64.30
AAPL,1398117600000,64.48
AAPL,1398204000000,64.39
AAPL,1398290400000,63.22
AAPL,1398376800000,61.61
AAPL,1398636000000,60.40
AAPL,1398722400000,60.91
AAPL,1398808800000,61.69
AAPL,1398895200000,62.59
AAPL,1398981600000,61.56
AAPL,1399240800000,61.44
AAPL,1399327200000,59.44
AAPL,1399413600000,58.63
AAPL,1399500000000,59.08
AAPL,1399586400000,59.59
AAPL,1399845600000,60.70
AAPL,1399932000000,60.81
AAPL,1400018400000,60.88
AAPL,1400104800000,60.20
AAPL,1400191200000,61.64
AAPL,1400450400000,62.20
AAPL,1400536800000,61.71
AAPL,1400623200000,62.47
AAPL,1400709600000,63.15
AAPL,1400796000000,64.30
AAPL,1401141600000,65.25
AAPL,1401228000000,64.84
AAPL,1401314400000,65.45
AAPL,1401400800000,64.54
AAPL,1401660000000,64.64
AAPL,1401746400000,64.09
AAPL,1401832800000,64.17
AAPL,1401919200000,65.47
AAPL,1402005600000,66.91
AAPL,1402264800000,66.93
AAPL,1402351200000,66.96
AAPL,1402437600000,67.46
AAPL,1402524000000,66.56
AAPL,1402610400000,66.82
AAPL,1402869600000,67.62
AAPL,1402956000000,67.54
AAPL,1403042400000,73.08
AAPL,1403128800000,72.95
AAPL,1403215200000,72.61
AAPL,1403474400000,72.89
AAPL,1403560800000,72.38
AAPL,1403647200000,72.44
AAPL,1403733600000,72.85
AAPL,1403820000000,72.00
AAPL,1404079200000,72.36
AAPL,1404165600000,73.01
AAPL,1404252000000,72.76
AAPL,1404338400000,73.57
AAPL,1404684000000,72.68
AAPL,1404770400000,71.14
AAPL,1404856800000,71.57
AAPL,1404943200000,71.70
AAPL,1405029600000,72.26
AAPL,1405288800000,72.88
AAPL,1405375200000,72.29
AAPL,1405461600000,72.38
AAPL,1405548000000,71.39
AAPL,1405634400000,72.55
AAPL,1405893600000,71.96
AAPL,1405980000000,72.26
AAPL,1406066400000,72.04
AAPL,1406152800000,72.80
AAPL,1406239200000,72.62
AAPL,1406498400000,72.70
AAPL,1406584800000,72.27
AAPL,1406671200000,71.89
AAPL,1406757600000,69.25
AAPL,1406844000000,68.94
AAPL,1407103200000,68.77
AAPL,1407189600000,68.97
AAPL,1407276000000,68.23
AAPL,1407362400000,67.83
AAPL,1407448800000,68.39
AAPL,1407708000000,68.97
AAPL,1407794400000,68.78
AAPL,1407880800000,69.79
AAPL,1407967200000,70.05
AAPL,1408053600000,70.07
AAPL,1408312800000,71.06
AAPL,1408399200000,72.05
AAPL,1408485600000,71.02
AAPL,1408572000000,71.73
AAPL,1408658400000,72.04
AAPL,1408917600000,71.82
AAPL,1409004000000,71.53
AAPL,1409090400000,71.55
AAPL,1409176800000,71.37
AAPL,1409263200000,71.90
AAPL,1409608800000,72.10
AAPL,1409695200000,72.43
AAPL,1409781600000,72.45
AAPL,1409868000000,73.13
AAPL,1410127200000,73.39
AAPL,1410213600000,72.42
AAPL,1410300000000,72.33
AAPL,1410386400000,72.42
AAPL,1410472800000,70.98
AAPL,1410732000000,70.27
AAPL,1410818400000,70.73
AAPL,1410904800000,67.30
AAPL,1410991200000,67.91
AAPL,1411077600000,66.94
AAPL,1411336800000,67.20
AAPL,1411423200000,67.79
AAPL,1411509600000,69.03
AAPL,1411596000000,67.71
AAPL,1411682400000,68.36
AAPL,1411941600000,69.22
AAPL,1412028000000,69.19
AAPL,1412114400000,67.54
AAPL,1412200800000,67.06
AAPL,1412287200000,68.40
AAPL,1412546400000,67.67
AAPL,1412632800000,65.96
AAPL,1412719200000,67.99
AAPL,1412805600000,65.66
AAPL,1412892000000,63.29
AAPL,1413151200000,61.68
AAPL,1413237600000,60.88
AAPL,1413324000000,62.19
AAPL,1413410400000,62.86
AAPL,1413496800000,64.52
AAPL,1413756000000,64.68
AAPL,1413842400000,66.42
AAPL,1413928800000,65.04
AAPL,1414015200000,65.92
AAPL,1414101600000,67.01
AAPL,1414364400000,67.03
AAPL,1414450800000,68.37
AAPL,1414537200000,67.93
AAPL,1414623600000,68.57
AAPL,1414710000000,70.12
AAPL,1414969200000,69.91
AAPL,1415055600000,71.07
AAPL,1415142000000,71.37
AAPL,1415228400000,72.10
AAPL,1415314800000,71.60
AAPL,1415574000000,71.70
AAPL,1415660400000,71.70
AAPL,1415746800000,71.41
AAPL,1415833200000,71.72
AAPL,1415919600000,71.42
AAPL,1416178800000,69.97
AAPL,1416265200000,70.83
AAPL,1416351600000,70.82
AAPL,1416438000000,70.44
AAPL,1416524400000,71.32
AAPL,1416783600000,71.22
AAPL,1416870000000,72.00
AAPL,1416956400000,72.98
AAPL,1417129200000,73.68
AAPL,1417388400000,73.75
AAPL,1417474800000,73.47
AAPL,1417561200000,73.18
AAPL,1417647600000,73.03
AAPL,1417734000000,72.40
AAPL,1417993200000,72.05
AAPL,1418079600000,71.56
AAPL,1418166000000,69.85
AAPL,1418252400000,69.74
AAPL,1418338800000,76.02
AAPL,1418598000000,73.04
AAPL,1418684400000,72.32
AAPL,1418770800000,74.00
AAPL,1418857200000,74.89
AAPL,1418943600000,74.45
AAPL,1419202800000,74.50
AAPL,1419289200000,74.38
AAPL,1419375600000,74.74
AAPL,1419548400000,74.67
AAPL,1419807600000,74.13
AAPL,1419894000000,73.08
AAPL,1419980400000,72.70
AAPL,1420153200000,72.34
AAPL,1420412400000,71.98
AAPL,1420498800000,70.53
AAPL,1420585200000,71.11
AAPL,1420671600000,72.92
AAPL,1420758000000,71.84
AAPL,1421017200000,71.12
AAPL,1421103600000,70.59
AAPL,1421190000000,69.99
AAPL,1421276400000,70.29
AAPL,1421362800000,71.73
AAPL,1421708400000,71.49
AAPL,1421794800000,71.54
AAPL,1421881200000,73.48
AAPL,1421967600000,74.06
AAPL,1422226800000,72.74
AAPL,1422313200000,71.46
AAPL,1422399600000,70.25
AAPL,1422486000000,71.64
AAPL,1422572400000,70.13
AAPL,1422831600000,71.11
AAPL,1422918000000,71.92
AAPL,1423004400000,72.28
AAPL,1423090800000,73.10
AAPL,1423177200000,72.54
AAPL,1423436400000,72.33
AAPL,1423522800000,72.76
AAPL,1423609200000,73.01
AAPL,1423695600000,74.59
AAPL,1423782000000,76.51
AAPL,1424127600000,77.13
AAPL,1424214000000,77.73
AAPL,1424300400000,77.73
AAPL,1424386800000,78.55
AAPL,1424646000000,78.10
AAPL,1424732400000,77.68
AAPL,1424818800000,78.07
AAPL,1424905200000,78.96
AAPL,1424991600000,79.10
AAPL,1425250800000,79.79
AAPL,1425337200000,78.99
AAPL,1425423600000,77.63
AAPL,1425510000000,78.62
AAPL,1425596400000,77.55
AAPL,1425855600000,77.93
AAPL,1425942000000,76.00
AAPL,1426028400000,76.01
AAPL,1426114800000,77.40
AAPL,1426201200000,77.62
AAPL,1426460400000,78.33
AAPL,1426546800000,79.66
AAPL,1426633200000,76.89
AAPL,1426719600000,77.14
AAPL,1426806000000,77.36
AAPL,1427065200000,76.35
AAPL,1427151600000,75.45
AAPL,1427238000000,73.13
AAPL,1427324400000,72.97
AAPL,1427410800000,73.31
AAPL,1427666400000,73.60
AAPL,1427752800000,73.94
AAPL,1427839200000,75.07
AAPL,1427925600000,75.68
AAPL,1428271200000,76.23
AAPL,1428357600000,75.65
AAPL,1428444000000,75.44
AAPL,1428530400000,76.33
AAPL,1428616800000,76.53
AAPL,1428876000000,76.02
AAPL,1428962400000,75.95
AAPL,1429048800000,76.03
AAPL,1429135200000,75.15
AAPL,1429221600000,73.15
AAPL,1429480800000,73.92
AAPL,1429567200000,74.62
AAPL,1429653600000,75.50
AAPL,1429740000000,76.52
AAPL,1429826400000,76.54
AAPL,1430085600000,76.55
AAPL,1430172000000,76.02
AAPL,1430258400000,76.65
AAPL,1430344800000,76.06
AAPL,1430431200000,76.43
AAPL,1430690400000,75.85
AAPL,1430776800000,75.00
AAPL,1430863200000,74.48
