company,year,share
MSFT,1391036400000,36.86
MSFT,1391122800000,37.84
MSFT,1391382000000,36.48
MSFT,1391468400000,36.35
MSFT,1391554800000,35.82
MSFT,1391641200000,36.18
MSFT,1391727600000,36.56
MSFT,1391986800000,36.80
MSFT,1392073200000,37.17
MSFT,1392159600000,37.47
MSFT,1392246000000,37.61
MSFT,1392332400000,37.62
MSFT,1392678000000,37.42
MSFT,1392764400000,37.51
MSFT,1392850800000,37.75
MSFT,1392937200000,37.98
MSFT,1393196400000,37.69
MSFT,1393282800000,37.54
MSFT,1393369200000,37.47
MSFT,1393455600000,37.86
MSFT,1393542000000,38.31
MSFT,1393801200000,37.78
MSFT,1393887600000,38.41
MSFT,1393974000000,38.11
MSFT,1394060400000,38.15
MSFT,1394146800000,37.90
MSFT,1394406000000,37.82
MSFT,1394492400000,38.02
MSFT,1394578800000,38.27
MSFT,1394665200000,37.89
MSFT,1394751600000,37.70
MSFT,1395010800000,38.05
MSFT,1395097200000,39.55
MSFT,1395183600000,39.27
MSFT,1395270000000,40.33
MSFT,1395356400000,40.16
MSFT,1395615600000,40.50
MSFT,1395702000000,40.34
MSFT,1395788400000,39.79
MSFT,1395874800000,39.36
MSFT,1395961200000,40.30
MSFT,1396216800000,40.99
MSFT,1396303200000,41.42
MSFT,1396389600000,41.35
MSFT,1396476000000,41.01
MSFT,1396562400000,39.87
MSFT,1396821600000,39.80
MSFT,1396908000000,39.82
MSFT,1396994400000,40.47
MSFT,1397080800000,39.36
MSFT,1397167200000,39.21
MSFT,1397426400000,39.18
MSFT,1397512800000,39.75
MSFT,1397599200000,40.40
MSFT,1397685600000,40.01
MSFT,1398031200000,39.94
MSFT,1398117600000,39.99
MSFT,1398204000000,39.69
MSFT,1398290400000,39.86
MSFT,1398376800000,39.91
MSFT,1398636000000,40.87
MSFT,1398722400000,40.51
MSFT,1398808800000,40.40
MSFT,1398895200000,40.00
MSFT,1398981600000,39.69
MSFT,1399240800000,39.43
MSFT,1399327200000,39.06
MSFT,1399413600000,39.42
MSFT,1399500000000,39.64
MSFT,1399586400000,39.54
MSFT,1399845600000,39.97
MSFT,1399932000000,40.42
MSFT,1400018400000,40.24
MSFT,1400104800000,39.60
MSFT,1400191200000,39.83
MSFT,1400450400000,39.75
MSFT,1400536800000,39.68
MSFT,1400623200000,40.35
MSFT,1400709600000,40.10
MSFT,1400796000000,40.12
MSFT,1401141600000,40.19
MSFT,1401228000000,40.01
MSFT,1401314400000,40.34
MSFT,1401400800000,40.94
MSFT,1401660000000,40.79
MSFT,1401746400000,40.29
MSFT,1401832800000,40.32
MSFT,1401919200000,41.21
MSFT,1402005600000,41.48
MSFT,1402264800000,41.27
MSFT,1402351200000,41.11
MSFT,1402437600000,40.86
MSFT,1402524000000,40.58
MSFT,1402610400000,41.23
MSFT,1402869600000,41.50
MSFT,1402956000000,41.68
MSFT,1403042400000,41.65
MSFT,1403128800000,41.51
MSFT,1403215200000,41.68
MSFT,1403474400000,41.99
MSFT,1403560800000,41.74
MSFT,1403647200000,42.03
MSFT,1403733600000,41.72
MSFT,1403820000000,42.25
MSFT,1404079200000,41.70
MSFT,1404165600000,41.87
MSFT,1404252000000,41.90
MSFT,1404338400000,41.80
MSFT,1404684000000,41.99
MSFT,1404770400000,41.78
MSFT,1404856800000,41.67
MSFT,1404943200000,41.69
MSFT,1405029600000,42.09
MSFT,1405288800000,42.14
MSFT,1405375200000,42.45
MSFT,1405461600000,44.08
MSFT,1405548000000,44.53
MSFT,1405634400000,44.69
MSFT,1405893600000,44.84
MSFT,1405980000000,44.83
MSFT,1406066400000,44.87
MSFT,1406152800000,44.40
MSFT,1406239200000,44.50
MSFT,1406498400000,43.97
MSFT,1406584800000,43.88
MSFT,1406671200000,43.58
MSFT,1406757600000,43.16
MSFT,1406844000000,42.86
MSFT,1407103200000,43.37
MSFT,1407189600000,43.08
MSFT,1407276000000,42.74
MSFT,1407362400000,43.23
MSFT,1407448800000,43.20
MSFT,1407708000000,43.20
MSFT,1407794400000,43.52
MSFT,1407880800000,44.08
MSFT,1407967200000,44.27
MSFT,1408053600000,44.79
MSFT,1408312800000,45.11
MSFT,1408399200000,45.33
MSFT,1408485600000,44.95
MSFT,1408572000000,45.22
MSFT,1408658400000,45.15
MSFT,1408917600000,45.17
MSFT,1409004000000,45.01
MSFT,1409090400000,44.87
MSFT,1409176800000,44.88
MSFT,1409263200000,45.43
MSFT,1409608800000,45.09
MSFT,1409695200000,44.96
MSFT,1409781600000,45.26
MSFT,1409868000000,45.91
MSFT,1410127200000,46.47
MSFT,1410213600000,46.76
MSFT,1410300000000,46.84
MSFT,1410386400000,47.00
MSFT,1410472800000,46.70
MSFT,1410732000000,46.24
MSFT,1410818400000,46.76
MSFT,1410904800000,46.52
MSFT,1410991200000,46.68
MSFT,1411077600000,47.52
MSFT,1411336800000,47.06
MSFT,1411423200000,46.56
MSFT,1411509600000,47.08
MSFT,1411596000000,46.04
MSFT,1411682400000,46.41
MSFT,1411941600000,46.44
MSFT,1412028000000,46.36
MSFT,1412114400000,45.90
MSFT,1412200800000,45.76
MSFT,1412287200000,46.09
MSFT,1412546400000,46.09
MSFT,1412632800000,45.53
MSFT,1412719200000,46.78
MSFT,1412805600000,45.85
MSFT,1412892000000,44.03
MSFT,1413151200000,43.65
MSFT,1413237600000,43.73
MSFT,1413324000000,43.22
MSFT,1413410400000,42.74
MSFT,1413496800000,43.63
MSFT,1413756000000,44.08
MSFT,1413842400000,44.88
MSFT,1413928800000,44.38
MSFT,1414015200000,45.02
MSFT,1414101600000,46.13
MSFT,1414364400000,45.91
MSFT,1414450800000,46.49
MSFT,1414537200000,46.62
MSFT,1414623600000,46.05
MSFT,1414710000000,46.95
MSFT,1414969200000,47.44
MSFT,1415055600000,47.57
MSFT,1415142000000,47.86
MSFT,1415228400000,48.70
MSFT,1415314800000,48.68
MSFT,1415574000000,48.89
MSFT,1415660400000,48.87
MSFT,1415746800000,48.78
MSFT,1415833200000,49.61
MSFT,1415919600000,49.58
MSFT,1416178800000,49.46
MSFT,1416265200000,48.74
MSFT,1416351600000,48.22
MSFT,1416438000000,48.70
MSFT,1416524400000,47.98
MSFT,1416783600000,47.59
MSFT,1416870000000,47.47
MSFT,1416956400000,47.75
MSFT,1417129200000,47.81
MSFT,1417388400000,48.62
MSFT,1417474800000,48.46
MSFT,1417561200000,48.08
MSFT,1417647600000,48.84
MSFT,1417734000000,48.42
MSFT,1417993200000,47.70
MSFT,1418079600000,47.59
MSFT,1418166000000,46.90
MSFT,1418252400000,47.17
MSFT,1418338800000,46.95
MSFT,1418598000000,46.67
MSFT,1418684400000,45.16
MSFT,1418770800000,45.74
MSFT,1418857200000,47.52
MSFT,1418943600000,47.66
MSFT,1419202800000,47.98
MSFT,1419289200000,48.45
MSFT,1419375600000,48.14
MSFT,1419548400000,47.88
MSFT,1419807600000,47.45
MSFT,1419894000000,47.02
MSFT,1419980400000,46.45
MSFT,1420153200000,46.76
MSFT,1420412400000,46.33
MSFT,1420498800000,45.65
MSFT,1420585200000,46.23
MSFT,1420671600000,47.59
MSFT,1420758000000,47.19
MSFT,1421017200000,46.60
MSFT,1421103600000,46.35
MSFT,1421190000000,45.95
MSFT,1421276400000,45.48
MSFT,1421362800000,46.24
MSFT,1421708400000,46.39
MSFT,1421794800000,45.92
MSFT,1421881200000,47.13
MSFT,1421967600000,47.18
MSFT,1422226800000,47.01
MSFT,1422313200000,42.66
MSFT,1422399600000,41.19
MSFT,1422486000000,42.01
MSFT,1422572400000,40.40
MSFT,1422831600000,41.28
MSFT,1422918000000,41.60
MSFT,1423004400000,41.84
MSFT,1423090800000,42.45
MSFT,1423177200000,42.41
MSFT,1423436400000,42.36
MSFT,1423522800000,42.60
MSFT,1423609200000,42.38
MSFT,1423695600000,43.09
MSFT,1423782000000,43.87
MSFT,1424127600000,43.58
MSFT,1424214000000,43.53
MSFT,1424300400000,43.50
MSFT,1424386800000,43.85
MSFT,1424646000000,44.15
MSFT,1424732400000,44.09
MSFT,1424818800000,43.99
MSFT,1424905200000,44.05
MSFT,1424991600000,43.85
MSFT,1425250800000,43.88
MSFT,1425337200000,43.28
MSFT,1425423600000,43.05
MSFT,1425510000000,43.11
MSFT,1425596400000,42.36
MSFT,1425855600000,42.85
MSFT,1425942000000,42.03
MSFT,1426028400000,41.98
MSFT,1426114800000,41.02
MSFT,1426201200000,41.38
MSFT,1426460400000,41.56
MSFT,1426546800000,41.70
MSFT,1426633200000,42.50
MSFT,1426719600000,42.28
MSFT,1426806000000,42.88
MSFT,1427065200000,42.85
MSFT,1427151600000,42.90
MSFT,1427238000000,41.46
MSFT,1427324400000,41.21
MSFT,1427410800000,40.97
MSFT,1427666400000,40.96
MSFT,1427752800000,40.66
MSFT,1427839200000,40.72
MSFT,1427925600000,40.29
MSFT,1428271200000,41.55
MSFT,1428357600000,41.53
MSFT,1428444000000,41.42
MSFT,1428530400000,41.48
MSFT,1428616800000,41.72
MSFT,1428876000000,41.76
MSFT,1428962400000,41.65
MSFT,1429048800000,42.26
MSFT,1429135200000,42.16
MSFT,1429221600000,41.62
MSFT,1429480800000,42.91
MSFT,1429567200000,42.63
MSFT,1429653600000,42.98
MSFT,1429740000000,43.34
MSFT,1429826400000,47.87
MSFT,1430085600000,48.03
MSFT,1430172000000,49.16
MSFT,1430258400000,49.06
MSFT,1430344800000,48.64
MSFT,1430431200000,48.66
MSFT,1430690400000,48.24
MSFT,1430776800000,47.60
MSFT,1430863200000,46.28
MSFT,1430949600000,46.70
MSFT,1431036000000,47.75
MSFT,1431295200000,47.37
MSFT,1431381600000,47.35
MSFT,1431468000000,47.62
MSFT,1431554400000,48.72
MSFT,1431640800000,48.30
MSFT,1431900000000,48.01
MSFT,1431986400000,47.58
MSFT,1432072800000,47.58
MSFT,1432159200000,47.42
MSFT,1432245600000,46.90
MSFT,1432591200000,46.59
MSFT,1432677600000,47.61
MSFT,1432764000000,47.45
MSFT,1432850400000,46.86
MSFT,1433109600000,47.23
MSFT,1433196000000,46.92
MSFT,1433282400000,46.85
MSFT,1433368800000,46.36
MSFT,1433455200000,46.14
MSFT,1433714400000,45.73
MSFT,1433800800000,45.65
MSFT,1433887200000,46.61
MSFT,1433973600000,46.44
MSFT,1434060000000,45.97
MSFT,1434319200000,45.48
MSFT,1434405600000,45.83
MSFT,1434492000000,45.97
MSFT,1434578400000,46.72
MSFT,1434664800000,46.10
MSFT,1434924000000,46.23
MSFT,1435010400000,45.91
MSFT,1435096800000,45.63
MSFT,1435183200000,45.65
MSFT,1435269600000,45.26
MSFT,1435528800000,44.37
MSFT,1435615200000,44.15
MSFT,1435701600000,44.45
MSFT,1435788000000,44.40
MSFT,1436133600000,44.39
MSFT,1436220000000,44.30
MSFT,1436306400000,44.24
MSFT,1436392800000,44.52
MSFT,1436479200000,44.61
MSFT,1436738400000,45.54
MSFT,1436824800000,45.62
MSFT,1436911200000,45.76
MSFT,1436997600000,46.66
MSFT,1437084000000,46.62
MSFT,1437343200000,46.92
MSFT,1437429600000,47.28
MSFT,1437516000000,45.54
MSFT,1437602400000,46.11
MSFT,1437688800000,45.94
MSFT,1437948000000,45.35
MSFT,1438034400000,45.34
MSFT,1438120800000,46.29
MSFT,1438207200000,46.88
MSFT,1438293600000,46.70
MSFT,1438552800000,46.81
MSFT,1438639200000,47.54
MSFT,1438725600000,47.58
MSFT,1438812000000,46.62
MSFT,1438898400000,46.74
MSFT,1439157600000,47.33
MSFT,1439244000000,46.41
MSFT,1439330400000,46.74
MSFT,1439416800000,46.73
MSFT,1439503200000,47.00
MSFT,1439762400000,47.32
MSFT,1439848800000,47.27
MSFT,1439935200000,46.61
MSFT,1440021600000,45.66
